HDR_MIC;HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;eMM;marketModel;iMSActive;valuationTradeType;aIPType;dynamicCollarReferencePriceSource;dynamicCollarLogic;collarUnhaltDelay;collarMaxUnhaltNb;collarUncrossingExpansionFactor;staticCollarLogic;staticCollarReferencePriceSource;rFEConfirmationPeriod;orderPriceControlReferencePriceSource;offerOnlyAuthorizationIndicator
-;12233A;MTXCREFD;0;3622;K2CDWMTXCREFD;1707914795584332032;9013224698287019789;331;14;7;12;5;0;63;3;3081175977;232;204;1;182;-434178478;119;49
-;12233A;MTXCREFD;0;3622;K2CDWMTXCREFD;1707914795584332032;9013224698287019789;331;5;1;101;3;1;53;2;1820444378;110;88;0;70;-1541052732;189;12
-;12233A;MTXCREFD;0;3623;K2CDWMTXCREFD;1707914795587399680;14565646413539290812;331;11;6;214;2;1;148;0;4281364267;244;140;1;19;-1682985489;34;105
-;12233A;MTXCREFD;0;3623;K2CDWMTXCREFD;1707914795587399680;14565646413539290812;331;15;6;65;6;0;113;3;1833715538;92;25;0;190;1188591420;73;83
-;12233A;MTXCREFD;0;3623;K2CDWMTXCREFD;1707914795587399680;14565646413539290812;331;11;2;178;3;0;90;0;968535136;218;225;1;207;-192554819;39;124
-;12233A;MTXCREFD;0;3623;K2CDWMTXCREFD;1707914795587399680;14565646413539290812;331;99;6;25;6;2;198;0;1727893096;118;123;0;100;225878062;130;226
-;12233A;MTXCREFD;0;3623;K2CDWMTXCREFD;1707914795587399680;14565646413539290812;331;5;2;52;0;1;27;3;1494812872;210;217;1;242;1296812120;126;208
-;12233A;MTXCREFD;0;3624;K2CDWMTXCREFD;1707914795590469120;14084109676171977396;331;6;5;96;5;1;209;2;622135582;208;109;0;174;-1561846950;36;79
-;12233A;MTXCREFD;0;3624;K2CDWMTXCREFD;1707914795590469120;14084109676171977396;331;7;5;226;3;3;168;2;2441064745;78;70;0;96;1190293774;218;199
-;12233A;MTXCREFD;0;3624;K2CDWMTXCREFD;1707914795590469120;14084109676171977396;331;2;4;239;1;1;102;0;1095857358;220;164;0;206;-1674164462;98;244
-;12233A;MTXCREFD;0;3624;K2CDWMTXCREFD;1707914795590469120;14084109676171977396;331;10;1;233;1;1;166;0;1061748927;97;192;0;25;-1086808456;60;45
-;12233A;MTXCREFD;0;3624;K2CDWMTXCREFD;1707914795590469120;14084109676171977396;331;6;5;74;1;2;199;2;2786821238;101;167;0;118;592866931;127;237
-;12233A;MTXCREFD;0;3625;K2CDWMTXCREFD;1707914795593569536;9089213059915416994;331;15;2;28;6;3;46;2;464832905;167;219;1;226;-1267507925;88;19
-;12233A;MTXCREFD;0;3625;K2CDWMTXCREFD;1707914795593569536;9089213059915416994;331;4;5;82;1;0;54;2;1910297614;37;151;0;39;-498216899;199;242
-;12233A;MTXCREFD;0;3625;K2CDWMTXCREFD;1707914795593569536;9089213059915416994;331;11;6;143;4;2;112;0;1093194906;64;42;1;10;-1500466808;139;22
-;12233A;MTXCREFD;0;3625;K2CDWMTXCREFD;1707914795593569536;9089213059915416994;331;11;4;84;0;0;82;2;3778778122;203;155;0;175;-1245022062;174;42
-;12233A;MTXCREFD;0;3625;K2CDWMTXCREFD;1707914795593569536;9089213059915416994;331;2;3;190;2;3;183;3;1389523526;123;137;0;145;-419279164;209;159
-;12233A;MTXCREFD;0;3626;K2CDWMTXCREFD;1707914795596638464;15348919433764305428;331;9;3;198;6;2;83;2;3607669898;70;192;0;30;-1289265457;156;230
-;12233A;MTXCREFD;0;3626;K2CDWMTXCREFD;1707914795596638464;15348919433764305428;331;5;4;92;5;2;160;0;2887304039;107;184;0;29;-945285898;173;61
-;12233A;MTXCREFD;0;3626;K2CDWMTXCREFD;1707914795596638464;15348919433764305428;331;6;6;55;1;1;63;2;2644747941;33;212;0;179;-1376905527;52;149
-;12233A;MTXCREFD;0;3626;K2CDWMTXCREFD;1707914795596638464;15348919433764305428;331;10;2;161;2;3;163;2;3812316896;224;144;0;125;-1887020719;170;173
-;12233A;MTXCREFD;0;3626;K2CDWMTXCREFD;1707914795596638464;15348919433764305428;331;8;2;225;0;3;70;3;382163615;83;130;1;121;-283963386;123;88
-;12233A;MTXCREFD;0;3627;K2CDWMTXCREFD;1707914795599723776;499031400822758848;331;99;5;19;2;0;39;0;733086604;36;189;1;184;-28415552;138;220
-;12233A;MTXCREFD;0;3627;K2CDWMTXCREFD;1707914795599723776;499031400822758848;331;11;4;157;1;2;141;2;1592101713;113;70;0;216;392470411;24;21
-;12233A;MTXCREFD;0;3627;K2CDWMTXCREFD;1707914795599723776;499031400822758848;331;4;2;125;4;2;182;0;45376243;117;214;0;78;1743504907;40;70
-;12233A;MTXCREFD;0;3627;K2CDWMTXCREFD;1707914795599723776;499031400822758848;331;17;8;200;4;0;63;0;2399317633;16;235;0;83;-195874219;95;151
-;12233A;MTXCREFD;0;3627;K2CDWMTXCREFD;1707914795599723776;499031400822758848;331;7;2;37;2;3;84;0;150611838;194;58;0;57;-135022000;177;34
-;12233A;MTXCREFD;0;3628;K2CDWMTXCREFD;1707914795602804224;6309485176834378619;331;9;7;191;0;3;84;2;2469017136;213;114;1;112;-1752987395;126;131
-;12233A;MTXCREFD;0;3628;K2CDWMTXCREFD;1707914795602804224;6309485176834378619;331;11;1;241;0;3;16;0;1450137241;94;134;1;156;1386345768;195;245
-;12233A;MTXCREFD;0;3628;K2CDWMTXCREFD;1707914795602804224;6309485176834378619;331;5;3;10;2;3;165;2;3194652549;207;182;1;227;65894955;64;11
-;12233A;MTXCREFD;0;3628;K2CDWMTXCREFD;1707914795602804224;6309485176834378619;331;7;7;240;4;2;180;3;2801644234;109;137;0;173;347642738;52;72
-;12233A;MTXCREFD;0;3628;K2CDWMTXCREFD;1707914795602804224;6309485176834378619;331;7;1;143;2;2;238;3;3846951842;228;64;1;46;901139438;58;64
-;12233A;MTXCREFD;0;3629;K2CDWMTXCREFD;1707914795605877760;15866914667951029597;331;99;2;127;6;0;193;0;788427202;160;179;1;249;-766244369;197;51
-;12233A;MTXCREFD;0;3629;K2CDWMTXCREFD;1707914795605877760;15866914667951029597;331;15;5;104;2;3;118;2;4123525647;80;12;0;218;1941026611;13;40
-;12233A;MTXCREFD;0;3629;K2CDWMTXCREFD;1707914795605877760;15866914667951029597;331;99;1;29;2;3;23;2;3084550920;62;203;1;135;-155383602;90;111
-;12233A;MTXCREFD;0;3629;K2CDWMTXCREFD;1707914795605877760;15866914667951029597;331;4;8;165;4;2;177;0;718815610;188;210;0;119;156891505;190;119
-;12233A;MTXCREFD;0;3629;K2CDWMTXCREFD;1707914795605877760;15866914667951029597;331;6;5;50;4;2;207;3;720624138;36;35;0;154;437421290;148;32
-;12233A;MTXCREFD;0;3630;K2CDWMTXCREFD;1707914795608949760;521669394366959826;331;1;5;178;5;2;108;3;305442615;212;35;1;140;-1586464266;58;29
-;12233A;MTXCREFD;0;3630;K2CDWMTXCREFD;1707914795608949760;521669394366959826;331;1;8;28;3;3;219;3;1693396975;34;32;1;150;1080413388;20;202
-;12233A;MTXCREFD;0;3630;K2CDWMTXCREFD;1707914795608949760;521669394366959826;331;8;8;12;2;0;237;0;2572558161;181;164;1;145;-2118107846;140;56
-;12233A;MTXCREFD;0;3630;K2CDWMTXCREFD;1707914795608949760;521669394366959826;331;7;4;92;5;2;152;2;2162722558;171;244;0;184;-609226202;77;204
-;12233A;MTXCREFD;0;3630;K2CDWMTXCREFD;1707914795608949760;521669394366959826;331;15;7;83;1;1;201;2;2103460094;166;53;0;19;1158081623;99;88
-;12233A;MTXCREFD;0;3631;K2CDWMTXCREFD;1707914795612012032;7859454961003630936;331;17;4;203;5;2;217;0;2355069224;90;4;0;40;-1416455787;178;170
-;12233A;MTXCREFD;0;3631;K2CDWMTXCREFD;1707914795612012032;7859454961003630936;331;6;1;55;1;0;21;0;1353241405;153;68;1;112;1199473141;47;217
-;12233A;MTXCREFD;0;3631;K2CDWMTXCREFD;1707914795612012032;7859454961003630936;331;1;4;194;1;1;9;0;2176679677;7;229;1;213;-603282552;121;133
-;12233A;MTXCREFD;0;3631;K2CDWMTXCREFD;1707914795612012032;7859454961003630936;331;10;3;128;1;0;144;3;3597300278;86;211;1;153;154595438;76;36
-;12233A;MTXCREFD;0;3631;K2CDWMTXCREFD;1707914795612012032;7859454961003630936;331;4;1;212;1;3;79;3;475440612;156;179;0;95;-1486742067;89;199
-;12233A;MTXCREFD;0;3632;K2CDWMTXCREFD;1707914795615098880;3060696760426368800;331;10;2;167;5;0;58;3;82014324;91;195;1;180;-1774788018;179;115
-;12233A;MTXCREFD;0;3632;K2CDWMTXCREFD;1707914795615098880;3060696760426368800;331;2;8;125;3;1;63;3;349619115;245;65;1;115;-932411822;169;166
-;12233A;MTXCREFD;0;3632;K2CDWMTXCREFD;1707914795615098880;3060696760426368800;331;4;7;254;6;3;50;2;2087540713;182;194;1;135;-1878586485;71;148
-;12233A;MTXCREFD;0;3632;K2CDWMTXCREFD;1707914795615098880;3060696760426368800;331;99;8;115;6;2;61;3;1343256615;149;0;0;139;-2078003040;28;230
-;12233A;MTXCREFD;0;3632;K2CDWMTXCREFD;1707914795615098880;3060696760426368800;331;5;3;7;4;1;147;3;1726914678;223;253;0;107;1293398712;15;16
-;12233A;MTXCREFD;0;3633;K2CDWMTXCREFD;1707914795618181376;12306282939514952768;331;7;8;171;3;0;154;0;2276519371;31;1;0;41;2002673285;189;176
-;12233A;MTXCREFD;0;3633;K2CDWMTXCREFD;1707914795618181376;12306282939514952768;331;11;5;240;1;3;33;0;172957027;188;41;0;227;1147422618;11;126
-;12233A;MTXCREFD;0;3633;K2CDWMTXCREFD;1707914795618181376;12306282939514952768;331;6;4;164;6;2;173;3;2619053199;6;117;0;179;1475041355;203;220
-;12233A;MTXCREFD;0;3633;K2CDWMTXCREFD;1707914795618181376;12306282939514952768;331;14;2;130;6;1;142;2;2906971037;8;136;0;103;449951955;182;152
-;12233A;MTXCREFD;0;3633;K2CDWMTXCREFD;1707914795618181376;12306282939514952768;331;2;8;69;2;2;134;3;2173891434;234;189;0;244;94640384;13;190
-;12233A;MTXCREFD;0;3634;K2CDWMTXCREFD;1707914795621253376;6721673764267818558;331;10;8;21;5;2;87;3;3434417164;238;155;0;165;-1409412276;29;89
-;12233A;MTXCREFD;0;3634;K2CDWMTXCREFD;1707914795621253376;6721673764267818558;331;7;3;247;4;2;128;2;1309571301;215;54;0;96;-2010409662;136;76
-;12233A;MTXCREFD;0;3634;K2CDWMTXCREFD;1707914795621253376;6721673764267818558;331;8;5;27;2;0;197;0;982596006;40;160;1;92;1905719657;204;41
-;12233A;MTXCREFD;0;3634;K2CDWMTXCREFD;1707914795621253376;6721673764267818558;331;99;2;168;2;3;67;2;3600660626;202;141;0;96;-1839460691;204;4
-;12233A;MTXCREFD;0;3634;K2CDWMTXCREFD;1707914795621253376;6721673764267818558;331;1;4;229;4;1;151;3;2167048040;236;33;0;165;-739771449;108;171
-;12233A;MTXCREFD;0;3635;K2CDWMTXCREFD;1707914795624315392;1231212046650615809;331;5;6;113;0;1;86;3;4047095143;136;44;0;232;812842735;123;131
-;12233A;MTXCREFD;0;3635;K2CDWMTXCREFD;1707914795624315392;1231212046650615809;331;2;5;211;4;2;73;0;3433468881;9;175;1;83;-624601267;235;85
-;12233A;MTXCREFD;0;3635;K2CDWMTXCREFD;1707914795624315392;1231212046650615809;331;2;8;60;5;0;28;2;2783498545;52;199;1;105;-1106425669;232;138
-;12233A;MTXCREFD;0;3635;K2CDWMTXCREFD;1707914795624315392;1231212046650615809;331;15;5;4;4;3;200;0;917184036;159;5;1;41;954183005;229;101
-;12233A;MTXCREFD;0;3635;K2CDWMTXCREFD;1707914795624315392;1231212046650615809;331;11;8;23;2;2;119;3;3790939757;214;144;1;208;799406196;145;38
-;12233A;MTXCREFD;0;3636;K2CDWMTXCREFD;1707914795627401216;9735297126955815400;331;1;7;63;3;2;222;2;228663898;14;101;1;137;1694760822;157;136
-;12233A;MTXCREFD;0;3636;K2CDWMTXCREFD;1707914795627401216;9735297126955815400;331;15;4;170;6;1;31;3;1937560680;33;26;1;18;21294306;158;243
-;12233A;MTXCREFD;0;3636;K2CDWMTXCREFD;1707914795627401216;9735297126955815400;331;15;3;198;5;0;167;3;1505797814;140;132;0;93;-1621655423;176;209
-;12233A;MTXCREFD;0;3636;K2CDWMTXCREFD;1707914795627401216;9735297126955815400;331;10;4;152;6;0;193;3;465389693;154;65;1;152;58904986;116;163
-;12233A;MTXCREFD;0;3636;K2CDWMTXCREFD;1707914795627401216;9735297126955815400;331;8;2;221;6;2;36;3;1424672155;73;51;0;217;-1022788735;217;3
-;12233A;MTXCREFD;0;3637;K2CDWMTXCREFD;1707914795630480640;10080656052390691531;331;14;2;110;5;0;72;3;3347373133;157;113;1;55;-381040971;72;183
-;12233A;MTXCREFD;0;3637;K2CDWMTXCREFD;1707914795630480640;10080656052390691531;331;7;6;211;6;3;124;2;3462154659;93;146;1;195;-1679086423;218;160
-;12233A;MTXCREFD;0;3637;K2CDWMTXCREFD;1707914795630480640;10080656052390691531;331;1;4;145;1;2;18;0;1195797546;33;77;0;65;-204316047;206;245
-;12233A;MTXCREFD;0;3637;K2CDWMTXCREFD;1707914795630480640;10080656052390691531;331;17;5;210;0;0;92;2;3423481774;124;106;1;208;1999776056;204;73
-;12233A;MTXCREFD;0;3637;K2CDWMTXCREFD;1707914795630480640;10080656052390691531;331;5;1;68;5;3;169;0;2778449201;184;28;0;197;851837016;156;124
-;12233A;MTXCREFD;0;3638;K2CDWMTXCREFD;1707914795633550336;531133745508143925;331;10;8;57;1;1;164;3;2129468047;70;156;1;172;-1693228784;100;108
-;12233A;MTXCREFD;0;3638;K2CDWMTXCREFD;1707914795633550336;531133745508143925;331;17;7;215;4;0;119;3;3762902622;54;7;1;104;-590574628;121;75
-;12233A;MTXCREFD;0;3638;K2CDWMTXCREFD;1707914795633550336;531133745508143925;331;15;7;129;0;2;90;0;2058298383;110;47;1;4;774238448;167;17
-;12233A;MTXCREFD;0;3638;K2CDWMTXCREFD;1707914795633550336;531133745508143925;331;9;5;182;6;0;108;3;507618273;201;97;1;63;1389386057;22;123
-;12233A;MTXCREFD;0;3638;K2CDWMTXCREFD;1707914795633550336;531133745508143925;331;7;6;249;6;1;97;0;3355400306;47;236;1;81;-227935620;176;20
-;12233A;MTXCREFD;0;3639;K2CDWMTXCREFD;1707914795636628224;16974884180694341526;331;6;6;88;0;0;34;0;4189969340;33;133;0;71;837966829;211;231
-;12233A;MTXCREFD;0;3639;K2CDWMTXCREFD;1707914795636628224;16974884180694341526;331;8;2;0;6;3;129;0;310953405;108;150;0;56;1646672776;160;73
-;12233A;MTXCREFD;0;3639;K2CDWMTXCREFD;1707914795636628224;16974884180694341526;331;15;1;32;0;3;241;3;119048717;220;118;0;132;819068576;110;72
-;12233A;MTXCREFD;0;3639;K2CDWMTXCREFD;1707914795636628224;16974884180694341526;331;5;6;198;5;1;217;2;479773094;180;132;1;61;-1405977343;195;19
-;12233A;MTXCREFD;0;3639;K2CDWMTXCREFD;1707914795636628224;16974884180694341526;331;9;7;122;3;3;163;3;1459145245;102;26;1;126;-106421042;206;157
-;12233A;MTXCREFD;0;3640;K2CDWMTXCREFD;1707914795639686656;4172364502245130648;331;11;2;117;5;1;127;0;2344588991;30;147;0;248;-23090977;110;76
-;12233A;MTXCREFD;0;3640;K2CDWMTXCREFD;1707914795639686656;4172364502245130648;331;17;8;192;3;1;119;3;3891530325;205;124;1;24;-143237802;110;135
-;12233A;MTXCREFD;0;3640;K2CDWMTXCREFD;1707914795639686656;4172364502245130648;331;8;5;233;5;3;1;0;1058824555;41;0;1;183;1853210662;106;39
-;12233A;MTXCREFD;0;3640;K2CDWMTXCREFD;1707914795639686656;4172364502245130648;331;10;6;101;2;3;96;0;3397334532;11;164;1;186;270461904;145;
-;12233A;MTXCREFD;0;3640;K2CDWMTXCREFD;1707914795639686656;4172364502245130648;331;1;5;236;4;3;74;2;3677397822;121;72;1;118;-231894993;103;187
-;12233A;MTXCREFD;0;3641;K2CDWMTXCREFD;1707914795642757376;2071161303330153036;331;14;7;198;1;0;238;2;1615993862;53;87;0;21;234929891;75;15
-;12233A;MTXCREFD;0;3641;K2CDWMTXCREFD;1707914795642757376;2071161303330153036;331;4;2;123;1;3;199;3;762518980;96;102;0;54;851039106;198;11
-;12233A;MTXCREFD;0;3641;K2CDWMTXCREFD;1707914795642757376;2071161303330153036;331;6;4;154;0;3;151;0;2982416338;231;188;0;86;1108175244;49;134
-;12233A;MTXCREFD;0;3641;K2CDWMTXCREFD;1707914795642757376;2071161303330153036;331;2;6;177;1;2;13;3;1845152228;200;86;1;16;1618488525;162;7
-;12233A;MTXCREFD;0;3641;K2CDWMTXCREFD;1707914795642757376;2071161303330153036;331;4;6;71;4;0;83;2;3584171987;76;34;1;152;50808380;155;129
-;12233A;MTXCREFD;0;3642;K2CDWMTXCREFD;1707914795645831168;2554650443520881212;331;8;5;233;6;0;177;0;2072037728;159;143;1;142;766499684;32;112
-;12233A;MTXCREFD;0;3642;K2CDWMTXCREFD;1707914795645831168;2554650443520881212;331;4;5;28;4;0;239;0;2206998339;44;57;0;195;285012459;215;240
-;12233A;MTXCREFD;0;3642;K2CDWMTXCREFD;1707914795645831168;2554650443520881212;331;8;6;177;2;1;156;0;818863424;69;220;0;209;-1599611851;213;74
-;12233A;MTXCREFD;0;3642;K2CDWMTXCREFD;1707914795645831168;2554650443520881212;331;7;3;6;0;3;203;2;1875576344;75;2;1;105;843921313;229;128
-;12233A;MTXCREFD;0;3642;K2CDWMTXCREFD;1707914795645831168;2554650443520881212;331;7;6;211;5;1;25;3;3490012697;54;242;0;119;-1133024547;110;97
-;12233A;MTXCREFD;0;3643;K2CDWMTXCREFD;1707914795648876032;5038937179666343386;331;14;8;;4;3;236;3;2377967186;62;181;1;59;1302567108;47;171
-;12233A;MTXCREFD;0;3643;K2CDWMTXCREFD;1707914795648876032;5038937179666343386;331;4;5;138;2;0;241;3;3018663090;153;227;1;218;-40635491;149;61
-;12233A;MTXCREFD;0;3643;K2CDWMTXCREFD;1707914795648876032;5038937179666343386;331;11;6;200;5;3;203;2;2916115643;236;197;1;27;-1468708964;158;57
-;12233A;MTXCREFD;0;3643;K2CDWMTXCREFD;1707914795648876032;5038937179666343386;331;5;6;122;3;1;16;0;1442335691;221;0;0;52;-1738046458;31;65
-;12233A;MTXCREFD;0;3643;K2CDWMTXCREFD;1707914795648876032;5038937179666343386;331;15;2;228;3;0;194;0;960869321;248;43;0;48;-661255498;39;155
-;12233A;MTXCREFD;0;3644;K2CDWMTXCREFD;1707914795651950080;17263655027894271966;331;14;7;99;4;2;147;2;1681942284;202;153;0;223;1627884576;38;157
-;12233A;MTXCREFD;0;3644;K2CDWMTXCREFD;1707914795651950080;17263655027894271966;331;15;7;91;5;0;254;3;2088430689;36;79;0;37;-111122699;142;55
-;12233A;MTXCREFD;0;3644;K2CDWMTXCREFD;1707914795651950080;17263655027894271966;331;10;1;72;0;3;53;2;1163964466;167;107;1;96;-949866235;221;3
-;12233A;MTXCREFD;0;3644;K2CDWMTXCREFD;1707914795651950080;17263655027894271966;331;99;6;205;2;0;50;2;734315072;109;84;0;145;320402256;224;67
-;12233A;MTXCREFD;0;3644;K2CDWMTXCREFD;1707914795651950080;17263655027894271966;331;6;5;217;5;1;181;2;219457392;11;128;0;155;-366397541;27;23
-;12233A;MTXCREFD;0;3645;K2CDWMTXCREFD;1707914795655024896;3926656855974549724;331;99;4;69;3;1;185;0;3090651208;34;212;0;97;2105310224;219;16
-;12233A;MTXCREFD;0;3645;K2CDWMTXCREFD;1707914795655024896;3926656855974549724;331;10;8;85;2;3;34;0;2387892785;126;115;0;179;-1694793099;50;11
-;12233A;MTXCREFD;0;3645;K2CDWMTXCREFD;1707914795655024896;3926656855974549724;331;2;3;224;3;1;10;2;167306670;203;215;1;196;-633528175;224;16
-;12233A;MTXCREFD;0;3645;K2CDWMTXCREFD;1707914795655024896;3926656855974549724;331;6;3;0;6;0;168;2;3824000680;51;234;1;151;-225146811;93;46
-;12233A;MTXCREFD;0;3645;K2CDWMTXCREFD;1707914795655024896;3926656855974549724;331;11;5;190;6;0;210;2;2723477713;119;31;0;232;-528760170;15;154
